Tue Jan 31 09:06:41 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 30113172
numbers of Z: 20336
shape of features
(20336,)
shape of features
(20336,)
ZX	Vol	Parts	Cubes	Eps
Z	0.01600731991030941	20336	20.336	0.09233174222749402
X	0.012778497170526293	904	0.904	0.24178932168336298
X	0.012867552823305253	16069	16.069	0.09286150180095717
X	0.014578513694715104	1650	1.65	0.2067329816157069
X	0.013783013974032955	11786	11.786	0.10535599505507345
X	0.01545317236274373	30140	30.14	0.0800371225819065
X	0.013460473933685681	22182	22.182	0.08466161526122937
X	0.013457100594290752	42689	42.689	0.06805789395922898
X	0.013822265564151602	31017	31.017	0.07638237316177562
X	0.01432095373288451	14178	14.178	0.10033496955131345
X	0.014620423156477772	12508	12.508	0.10533936352982139
X	0.013401910671206132	7560	7.56	0.1210268252519482
X	0.012873591531938785	57807	57.807	0.06061402139377452
X	0.013084102282787944	6332	6.332	0.12737015425282497
X	0.014886331608964383	251462	251.462	0.03897371227043496
X	0.0128797998754815	19071	19.071	0.08773614528818055
X	0.013181741131004811	19680	19.68	0.08749486421049131
X	0.012981864177497486	52034	52.034	0.06295302682643276
X	0.014579985836771246	24530	24.53	0.08407880257348038
X	0.015042605437265624	99270	99.27	0.0533132323230542
X	0.01451192210979757	83430	83.43	0.05582142236359578
X	0.012647151709047323	15031	15.031	0.09440643930149782
X	0.01555452518179954	129427	129.427	0.04934887893632655
X	0.014632086332680908	8053	8.053	0.12202519732140267
X	0.01312843590400762	30547	30.547	0.0754654456570562
X	0.012981432724377259	2535	2.535	0.1723646576463634
X	0.014309205786738985	45099	45.099	0.06820499882382916
X	0.015223114330102022	48308	48.308	0.06805000328138294
X	0.014591409529544075	7924	7.924	0.12257002084618725
X	0.014982496807691918	106870	106.87	0.05194887275044113
X	0.014393402401323353	727406	727.406	0.02704760794829302
X	0.012864548587325544	8265	8.265	0.11589122795140078
X	0.015887283355354723	845989	845.989	0.026580407928200364
X	0.015041501563869245	14956	14.956	0.10019020046694249
X	0.0129922628585516	7813	7.813	0.11847380170815215
X	0.012853106026346716	6964	6.964	0.1226638079043084
X	0.015242336349131445	204051	204.051	0.04211507752424497
X	0.015248067022782398	70283	70.283	0.0600880578532192
X	0.012859111324674788	980	0.98	0.23586398228461744
X	0.01284935394285207	3680	3.68	0.15170893438056
X	0.012837968585250164	2944	2.944	0.16337521332096344
X	0.014429317719976844	2492	2.492	0.17956950525496682
X	0.012191792015665125	1713	1.713	0.19235496210051214
X	0.012606363953066744	627	0.627	0.27191975910072125
X	0.012427546511060962	3251	3.251	0.15635897300169727
X	0.012814110943175623	678	0.678	0.2663705834409965
X	0.012790768360648859	881	0.881	0.24395341866772613
X	0.014131262987072365	2269	2.269	0.18398489148580519
X	0.01334380196039943	3620	3.62	0.15447457383982693
X	0.012715977127506122	2826	2.826	0.16509193590136798
X	0.013062906746319183	8363	8.363	0.11602704808741603
X	0.014561150484602929	12867	12.867	0.10420921628104529
X	0.012426187089659244	1151	1.151	0.22101454459949352
X	0.014433915316376987	5021	5.021	0.14218855603779
X	0.014515450195507847	2314	2.314	0.18442610112860822
X	0.012839030841194596	5458	5.458	0.1329942619171745
X	0.013432640961805246	5369	5.369	0.13575505215393316
X	0.012831453158949279	1407	1.407	0.2089266858203336
