Thu Feb 2 10:29:59 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 37530855
numbers of Z: 19271
shape of features
(19271,)
shape of features
(19271,)
ZX	Vol	Parts	Cubes	Eps
Z	0.01403146902484901	19271	19.271	0.08996349039830227
X	0.013540491016982438	1126	1.126	0.22910364965880953
X	0.013720428389516008	14288	14.288	0.09865794762858679
X	0.013689409978746129	2644	2.644	0.17299800429212447
X	0.01352655019991905	1933	1.933	0.1912721464480944
X	0.013584464856854321	38646	38.646	0.07057420506290295
X	0.013595003461809264	47216	47.216	0.06603335704760951
X	0.013611354105574501	55516	55.516	0.06258847767959139
X	0.013610399014022301	44823	44.823	0.06721352085276995
X	0.013635032530159408	5733	5.733	0.13348262711099618
X	0.01354113129583282	59336	59.336	0.06110999211544253
X	0.013599366001968758	8434	8.434	0.11726318569200232
X	0.01353223016453547	77029	77.029	0.05600649210375873
X	0.013559588198577653	5476	5.476	0.13528854320092568
X	0.01361113449775848	221925	221.925	0.039436288248258594
X	0.013599312379989835	21720	21.72	0.08554980874043781
X	0.013612315589139978	69466	69.466	0.058083561636274
X	0.013614039884696455	58238	58.238	0.06160181698882184
X	0.013591898485412089	36203	36.203	0.07214039578162346
X	0.013710483805493244	221947	221.947	0.03953069959325042
X	0.013738061201281888	112781	112.781	0.04957124599691408
X	0.013564610255965217	13405	13.405	0.10039532744622659
X	0.01373491820477947	414998	414.998	0.03210652906458049
X	0.013597578359422931	17019	17.019	0.09279170982418763
X	0.013669803763724652	11513	11.513	0.10589072581941812
X	0.013541857143278551	22093	22.093	0.08494565676448453
X	0.013676074265198923	70293	70.293	0.05794506538317663
X	0.013571491368649548	34667	34.667	0.07315383607322822
X	0.013595788665807794	8464	8.464	0.11711420739085657
X	0.013581182474809165	56576	56.576	0.062149138817176854
X	0.013953926529282743	1680015	1680.015	0.020251681607358445
X	0.013549176833303573	5691	5.691	0.13352874742442977
X	0.013959468304010408	384007	384.007	0.033126578255702616
X	0.013581888812250418	10245	10.245	0.10985404914690233
X	0.013605246516630115	9423	9.423	0.11302445148459746
X	0.013592818809128522	7591	7.591	0.12143303385625717
X	0.013607695028071532	97354	97.354	0.051897159612162125
X	0.01380110366366534	71422	71.422	0.057813234832473304
X	0.013378262204309446	1678	1.678	0.19977259714113832
X	0.013420227726193903	4668	4.668	0.14219238738443762
X	0.01343266283570648	2822	2.822	0.16821641308289653
X	0.013668374869018977	5568	5.568	0.13489811617658923
X	0.013154712721510465	1689	1.689	0.19822141539411559
X	0.013500403552315646	949	0.949	0.24230377446821016
X	0.013414599492907542	2657	2.657	0.17155184197289536
X	0.013513385458855668	1195	1.195	0.22445644828565395
X	0.01352074904619857	1632	1.632	0.20234549164920484
X	0.013714106278219682	6895	6.895	0.12576054576283854
X	0.013541801127297715	5370	5.37	0.13611334760965416
