Tue Jan 31 20:44:26 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 74505670
numbers of Z: 28488
shape of features
(28488,)
shape of features
(28488,)
ZX	Vol	Parts	Cubes	Eps
Z	0.02000779413123896	28488	28.488	0.0888885352657029
X	0.019526809212284585	4089	4.089	0.16839843747476624
X	0.019914770567978884	38415	38.415	0.080332538336665
X	0.019702579922578428	4076	4.076	0.1690815839045804
X	0.01919238412182607	24242	24.242	0.09250960503210975
X	0.019862632816511898	27221	27.221	0.09002799529428605
X	0.019591238996899435	117595	117.595	0.05502469983073915
X	0.019328798913489032	84548	84.548	0.06114587672428782
X	0.01956957595067844	72171	72.171	0.06472512493508355
X	0.01961849059996212	41411	41.411	0.07795607370837479
X	0.019765841852515464	58476	58.476	0.06965931822785654
X	0.019298063087388427	24839	24.839	0.09193055275957746
X	0.01954136736114242	98485	98.485	0.058325922973812394
X	0.01938882269713153	10167	10.167	0.12400890477026436
X	0.019506611457359043	543836	543.836	0.032979036261027696
X	0.019054820284335795	43432	43.432	0.07598566631711057
X	0.019634423778924347	88035	88.035	0.06064396623337839
X	0.019388032662323314	94064	94.064	0.059070425600797165
X	0.019388159230870432	42291	42.291	0.07710742636250595
X	0.019771561514133288	189323	189.323	0.04709186216668897
X	0.019661868903774353	152083	152.083	0.050564770652632436
X	0.01897854279956403	166615	166.615	0.04847482561218274
X	0.01981211868632214	330992	330.992	0.03911750450917114
X	0.019096555693308353	21767	21.767	0.09573090300156471
X	0.019639047070080864	69286	69.286	0.0656888472286108
X	0.01937631716942788	6647	6.647	0.14285052867651327
X	0.019638801807161765	87644	87.644	0.060738528438449985
X	0.019493589245923475	99012	99.012	0.05817476788971935
X	0.0196092077471285	19891	19.891	0.09952552490027973
X	0.019520806170977317	211703	211.703	0.04517764401000803
X	0.019843685885513305	1825016	1825.016	0.022153986624157962
X	0.019035373877417182	42350	42.35	0.07660127509025709
X	0.019922698692896732	1413894	1413.894	0.024153335008705007
X	0.01956913328087187	39987	39.987	0.07880448275371471
X	0.01952878581115207	29591	29.591	0.08706398340702058
X	0.019583960010756313	71784	71.784	0.06485711400445099
X	0.019642394313189298	531329	531.329	0.033312735882836814
X	0.019949383261499577	124981	124.981	0.05424526388519711
X	0.018936985416987483	2081	2.081	0.20877552678417818
X	0.0191945793509344	6160	6.16	0.14606044818790018
X	0.019171435521114125	4686	4.686	0.15993767668321787
X	0.018993758005798007	4854	4.854	0.15758094823454413
X	0.0186929802187507	4365	4.365	0.16239205068763946
X	0.018873236798309344	2379	2.379	0.19944231917560393
X	0.018977552484711037	5449	5.449	0.15157973068021777
X	0.01896294516709839	1648	1.648	0.22576131563862728
X	0.01898652095218364	1734	1.734	0.2220574934426693
X	0.01947958529528824	3723	3.723	0.17360499776362986
X	0.019365590208796805	10382	10.382	0.12309769032141628
X	0.018897533879296824	4189	4.189	0.16523355903667106
X	0.019215016399083067	18254	18.254	0.10172497014964815
X	0.019597836258681237	26112	26.112	0.09087742145112351
X	0.018647848004089893	2849	2.849	0.18705906410005146
X	0.018966430789206453	9451	9.451	0.12613509805140966
X	0.018967164585319347	4886	4.886	0.15716276108861837
X	0.01918639604407813	7041	7.041	0.13967532380994252
X	0.018958419295229467	14756	14.756	0.1087120851658057
X	0.018918546030387277	2784	2.784	0.18941142657006585
X	0.01905522534155793	8727	8.727	0.1297327739657931
X	0.019027802743883677	7261	7.261	0.13786818807418752
X	0.01923888617646101	5267	5.267	0.15400643542217027
X	0.019584173840675168	6371	6.371	0.14540049448155415
X	0.019023267511925172	3232	3.232	0.18055294960769955
X	0.019591431033548136	8308	8.308	0.13310362721171307
X	0.01948061655644509	26484	26.484	0.09026922342336477
X	0.01898711643804135	5419	5.419	0.15188444114983152
X	0.019027970600993132	5232	5.232	0.15378297047017594
X	0.019022288340458503	5904	5.904	0.1476971575044858
X	0.019396707417520226	10812	10.812	0.12150868643163816
X	0.019042286853781176	14751	14.751	0.10888445458439198
X	0.019512011949529142	6489	6.489	0.1443360313168412
X	0.019228362587896168	5822	5.822	0.1489212595094931
X	0.01924351996342689	5390	5.39	0.15283820078287533
X	0.018999572422555802	7876	7.876	0.134115623611989
X	0.018874843056180243	6496	6.496	0.14269621192907214
X	0.01891900935941203	6886	6.886	0.1400588183271519
X	0.019570111001014103	11899	11.899	0.11803956711496882
X	0.018931330882945234	1256	1.256	0.24701908134500036
X	0.018941024096301565	2257	2.257	0.2032157194736213
X	0.01899625334119622	6764	6.764	0.14108736353250043
X	0.019483510705869983	19986	19.986	0.09915480782220837
X	0.019241636229505994	3848	3.848	0.17100244191955435
X	0.019031814543194435	3725	3.725	0.17223363731039792
X	0.019011857598209683	6789	6.789	0.1409525426945767
X	0.01880294509584164	2838	2.838	0.18781826697395396
X	0.018679377468148996	2380	2.38	0.19872925925448032
X	0.01900661181335054	3101	3.101	0.1830069765889091
X	0.018948520901282545	2835	2.835	0.18836812605317219
X	0.01872350574724945	1875	1.875	0.21534194537013546
X	0.019064277946279788	6241	6.241	0.14509598425216894
X	0.019015560617709332	6523	6.523	0.14285230480738695
X	0.019005437555901974	6693	6.693	0.14160731314172167
X	0.018868030369180493	4211	4.211	0.16485942283219995
X	0.01895688563751692	3502	3.502	0.17558346535813169
X	0.019350044272307403	6896	6.896	0.14104625844949698
X	0.01872571146671237	5534	5.534	0.15012962190109533
X	0.01919410012306493	9167	9.167	0.12793229028957392
X	0.019498166936695763	4038	4.038	0.16902170951238377
X	0.01935469458849641	10582	10.582	0.12229429238587816
X	0.01920622422378581	8670	8.67	0.13035898363419837
X	0.019015996504362614	9615	9.615	0.12552298740656936
X	0.01907663100637809	17743	17.743	0.10244518292807431
X	0.01974622083437364	6304	6.304	0.14631513816176214
X	0.01900052755183056	7777	7.777	0.1346845729143454
X	0.018881708697112375	3072	3.072	0.18317802010365836
X	0.01947115695839469	24230	24.23	0.09297070291691797
X	0.018694567993015804	4144	4.144	0.1652336750327776
X	0.019345487566868932	6355	6.355	0.1449288040049538
X	0.01889431554140851	2386	2.386	0.1993212375066995
X	0.019315652181328996	3654	3.654	0.17419951617977017
