Fri Feb 3 00:57:21 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 29768163
numbers of Z: 14460
shape of features
(14460,)
shape of features
(14460,)
ZX	Vol	Parts	Cubes	Eps
Z	0.01500368749931114	14460	14.46	0.10123792589645873
X	0.012471915912481204	1371	1.371	0.20875260631708786
X	0.013906662413060685	17308	17.308	0.09296625616711836
X	0.014605718990011694	1927	1.927	0.19643268004067746
X	0.012467730460487268	1950	1.95	0.1856026892087744
X	0.012836366937883271	35696	35.696	0.0711116665546523
X	0.012842439821786057	30329	30.329	0.07509248608613082
X	0.012845180408662603	37749	37.749	0.06981438537510609
X	0.012866219171907256	42913	42.913	0.06692997912021796
X	0.012521016249441158	5884	5.884	0.12862408698969544
X	0.01251383659307157	32726	32.726	0.07258259945483746
X	0.012601746947016209	6414	6.414	0.1252469809992739
X	0.013261388051152862	112754	112.754	0.04899506542604503
X	0.012950064917100686	6702	6.702	0.1245534726917733
X	0.012616231944133305	103725	103.725	0.049546776775394145
X	0.012870419219656638	15909	15.909	0.0931786907200177
X	0.012581253233914258	50484	50.484	0.06292985271040258
X	0.012887203418691635	28520	28.52	0.07673668858546916
X	0.012741537440727	23721	23.721	0.0812885943463118
X	0.012893824124925976	328323	328.323	0.03399070284837628
X	0.013737393511041335	70307	70.307	0.05802768666547725
X	0.012786640477521925	16502	16.502	0.09184875851735447
X	0.01322082525194482	344051	344.051	0.03374519277627555
X	0.01339474211207912	17829	17.829	0.09090807408509767
X	0.01260954202560985	12948	12.948	0.09912096942824786
X	0.01232895694618574	15018	15.018	0.09363497064395686
X	0.012872817838326911	46660	46.66	0.06509929665530907
X	0.013914165817085362	23488	23.488	0.08398538397580195
X	0.01262391715282967	6239	6.239	0.12648131824644204
X	0.012536052397972673	21694	21.694	0.08329272186032256
X	0.013722049476347338	1382331	1382.331	0.02149161132527429
X	0.01250904741980979	6141	6.141	0.126763740921516
X	0.013894171889906368	233533	233.533	0.03903865109107597
X	0.013998163051442015	10037	10.037	0.11172637493612801
X	0.013475955256421784	6646	6.646	0.12657066866752453
X	0.012489093209237242	8982	8.982	0.11161415749247657
X	0.013642926731056236	59636	59.636	0.061159840889196786
X	0.013179987300532412	47037	47.037	0.06543726293255342
X	0.012410760698799076	1129	1.129	0.22234881536005394
X	0.012748638062898172	3212	3.212	0.1583298322569709
X	0.012516678502043395	2501	2.501	0.17105081003250808
X	0.013723892086570792	5136	5.136	0.13876632700447117
X	0.011737496164783544	1232	1.232	0.21199303143583723
X	0.012105714463669108	1066	1.066	0.22477313718125616
X	0.012917741473098918	2819	2.819	0.16609778371283904
X	0.012565027117394866	1047	1.047	0.22894908709642708
X	0.01252260240338362	1247	1.247	0.2157459802656522
X	0.012837250103810927	6610	6.61	0.12476425596210235
X	0.01243377237858812	4382	4.382	0.14157183017597375
X	0.012561983238479209	1689	1.689	0.19519836995208
X	0.01239502424929146	7606	7.606	0.11767847179550657
X	0.01283842217535674	10277	10.277	0.10769985008192438
X	0.013700999983754191	1654	1.654	0.20233557761860468
X	0.01253201524934005	4635	4.635	0.1393125982352926
X	0.012763816143461332	2054	2.054	0.1838484757197043
X	0.012547023184699638	5375	5.375	0.13265412031462936
X	0.014054903837343691	4549	4.549	0.14564781728665788
X	0.012495554518260031	3264	3.264	0.15643543273387125
X	0.012462219322370119	2280	2.28	0.176151703607428
X	0.01256225329940104	2529	2.529	0.17062378516721374
X	0.012269347932018471	1860	1.86	0.18754385813135724
X	0.01257694251126378	5179	5.179	0.13441355108679723
X	0.012525603492591648	1713	1.713	0.1940947397638672
X	0.013258452669329132	6348	6.348	0.12782583592482402
X	0.013217744477924015	6856	6.856	0.12445972804419987
X	0.012512142790819084	2572	2.572	0.16944167758162246
X	0.012515128030245253	2112	2.112	0.18095911390086794
X	0.012366738755103083	3091	3.091	0.15875182519510922
X	0.012513412899356173	7720	7.72	0.1174679775516784
X	0.012524465776420685	4455	4.455	0.14113579285824931
X	0.01247084626789277	1469	1.469	0.20399743647968077
X	0.012562183020930255	5481	5.481	0.13184644918837066
X	0.012460471663571395	2543	2.543	0.16984888774468634
X	0.013021971814209252	3137	3.137	0.1607141358399081
X	0.012269188974450002	1803	1.803	0.189498907122671
X	0.012778142847104117	2572	2.572	0.17063400781777197
X	0.01279346478436109	3647	3.647	0.15194420397126518
X	0.012622972904535772	1770	1.77	0.19248466159819536
X	0.011888542997122374	660	0.66	0.2621369441954021
X	0.012565148429637414	3372	3.372	0.15503390483936055
X	0.013223408069980088	10763	10.763	0.1071034235790337
X	0.012454554125141341	3585	3.585	0.15145362579182486
X	0.012342620604065704	1661	1.661	0.19513982703073304
X	0.01438151149006522	4073	4.073	0.15227550232936973
X	0.012853485158367981	1105	1.105	0.22657894004437376
X	0.012424623233664698	2531	2.531	0.1699535971007169
X	0.012113451100456148	1118	1.118	0.22127993183409284
X	0.012609608553927742	2107	2.107	0.18155673178968795
X	0.012286892180307103	1338	1.338	0.20940898475749806
X	0.012483065398125177	2512	2.512	0.17064773838657668
X	0.012522647682049663	2475	2.475	0.17167497241408797
X	0.012610262429755409	3942	3.942	0.1473451465027851
X	0.012225050496827462	1559	1.559	0.19867116974067975
X	0.012672868780089842	1339	1.339	0.21152650173273851
X	0.012627150600273062	3440	3.44	0.15425845330916482
X	0.012096569512168026	2465	2.465	0.16993458187565125
X	0.012471671725731567	3744	3.744	0.14934692222050924
X	0.012396657665936294	2323	2.323	0.17475051574872613
X	0.01236983288999624	9539	9.539	0.10904865865233561
X	0.012500701337548822	3877	3.877	0.14773368339865664
X	0.012480379679451113	3082	3.082	0.15939146210100064
X	0.012643034672111201	7775	7.775	0.11759358855328905
X	0.012454730994332351	3501	3.501	0.152656070946242
X	0.012592479673703026	4368	4.368	0.14232336704289295
X	0.01181310857892633	1495	1.495	0.19917783207114853
X	0.012428121920403072	3156	3.156	0.15791480080891376
X	0.012516945506553901	1379	1.379	0.2085985883553591
X	0.014361103991597377	5274	5.274	0.1396419486258113
X	0.012481688545403912	906	0.906	0.2397259497672192
X	0.013502266724192838	2295	2.295	0.18052665327270812
X	0.013345800338565366	1148	1.148	0.2265344441537483
X	0.012592547161694305	1395	1.395	0.20821553354863412
X	0.012344248309597981	1200	1.2	0.21748424488920398
X	0.012297336215456402	1263	1.263	0.213535080053833
X	0.012709970556789223	3176	3.176	0.15876496923901479
X	0.01251722542299615	3219	3.219	0.15725182664949722
X	0.012353286539825207	2002	2.002	0.1834169556161397
X	0.012779114043701906	2335	2.335	0.17622652886165668
X	0.012403688982015184	1402	1.402	0.20682400869289594
X	0.014495411161474724	5589	5.589	0.13739327516867206
